name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,270.2894,6.3281,-38.8111,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,191.6244,2.2325,-11.1686,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-923.1987,25.9988,71.0545,116.93,5.0,5.0,35.5092,1.0,1.0,0.9781,0.4118,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,194.18,222.3872,6.5522,5.0,5.0,5.7412,1.0,1.0,0.9327,0.9938,,,,,
SRC_HX,HeatExchanger,,,,,-652.9093,38.7975,35.884,39.99,5.0,5.0,16.8287,1.0,1.0,0.8887,0.8948,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.158,38.8111,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4479,11.1686,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
