label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,3.90544,60.0,3.0,251.416,0.8311,0.003972,251.773,55.84,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,3.90544,20.01,3.0,84.236,0.2966,0.003912,255.617,55.0,0.0,199.02,199.02
21,R717,SRC_HX,COMP1,0.73294,20.01,7.2843,1636.244,5.9666,0.131304,7.616,346.46,0.0,271900.35,271900.35
22,R717,COMP1,IHX,0.73294,196.93,46.0954,2005.02,6.1279,0.033151,30.165,87.47,294338.85,299049.72,593388.57
22c,R717,IHX,cc1,0.73294,80.0,46.0954,745.433,2.7388,0.001446,691.628,3.82,28267.87,299049.72,327317.59
23,R717,cc1,VAL1,0.73294,80.0,46.0954,745.433,2.7388,0.001446,691.628,3.82,28267.87,299049.72,327317.59
24,R717,VAL1,SRC_HX,0.73294,15.01,7.2843,745.433,2.8756,0.035861,27.885,94.62,15300.21,271900.35,287200.56
31,R600,IHX,COMP2,4.8353,80.0,9.0616,701.54,2.5023,0.221848,4.508,3861.73,61440.51,29865.71,91306.22
32,R600,COMP2,SNK_HX,4.8353,116.55,20.2302,741.17,2.5227,0.089123,11.221,1551.37,93168.01,31789.28,124957.29
32c,R600,SNK_HX,cc2,4.8353,115.0,20.2302,510.611,1.9287,0.011058,90.436,192.48,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.8353,115.0,20.2302,510.611,1.9287,0.011058,90.436,192.48,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.8353,75.0,9.0616,510.611,1.9541,0.09233,10.831,1607.2,31211.39,29865.71,61077.11
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
