label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,60.0,3.0,251.416,0.8311,0.015255,65.552,823.77,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,15.0,48.31,3.0,202.527,0.6818,0.015169,65.925,819.11,5370.25,199.02,5569.27
21,R1270,SRC_HX,COMP1,3.91061,48.31,17.7544,621.526,2.3503,0.105268,9.5,1481.98,25159.94,126488.41,151648.35
22,R1270,COMP1,IHX,3.91061,101.96,40.7877,670.078,2.3763,0.044862,22.29,631.58,61665.82,130914.58,192580.39
22c,R1270,IHX,cc1,3.91061,80.0,40.7877,434.003,1.7207,0.010349,96.627,145.7,17787.29,130914.58,148701.87
23,R1270,cc1,VAL1,3.91061,80.0,40.7877,434.003,1.7207,0.010349,96.627,145.7,17787.29,130914.58,148701.87
24,R1270,VAL1,SRC_HX,3.91061,43.31,17.7544,434.003,1.758,0.045743,21.861,643.98,11264.69,126488.41,137753.1
31,R600,IHX,COMP2,4.8353,80.0,9.0616,701.54,2.5023,0.221848,4.508,3861.73,61440.51,29865.71,91306.22
32,R600,COMP2,SNK_HX,4.8353,116.55,20.2302,741.17,2.5227,0.089123,11.221,1551.37,93168.01,31789.28,124957.29
32c,R600,SNK_HX,cc2,4.8353,115.0,20.2302,510.611,1.9287,0.011058,90.436,192.48,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.8353,115.0,20.2302,510.611,1.9287,0.011058,90.436,192.48,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.8353,75.0,9.0616,510.611,1.9541,0.09233,10.831,1607.2,31211.39,29865.71,61077.11
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
