name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,279.2773,3.7216,-25.3229,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,197.9933,2.2981,-11.5686,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-916.8297,81.052,84.5364,21.6418,4.9465,5.0,11.3116,0.9913,0.9834,0.9275,0.7984,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,185.6455,207.9296,7.1367,5.0,5.0214,6.0051,0.9878,1.0,0.9328,0.9933,,,,,
SRC_HX,HeatExchanger,,,,,-637.5525,84.2114,70.0183,10.9005,5.0,5.0,7.5709,1.0,0.9815,0.6704,0.8894,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2761,24.8479,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4479,11.1686,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
