name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,245.8941,6.2386,-38.7066,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,255.6075,2.6668,-15.1043,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-845.4495,23.959,65.254,115.9266,5.0,5.0,35.2874,1.0,1.0,0.978,0.3673,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,194.098,219.5947,6.4032,5.0,5.0,5.6727,1.0,1.0,0.9188,0.9938,,,,,
SRC_HX,HeatExchanger,,,,,-599.5554,85.2178,67.1837,9.5604,5.0,5.0,7.0356,1.0,1.0,0.6564,0.971,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1603,38.7066,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.375,15.1043,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
