label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
13,water (source),SRC_HX,source outlet,15.0,30.48,3.0,128.003,0.4433,0.015066,66.373,813.59,764.67,199.02,963.69
21,R1270,SRC_HX,COMP1,2.78259,30.48,11.6828,608.797,2.3745,0.116528,8.582,1167.3,6520.37,125312.13,131832.5
22,R1270,COMP1,IHX,2.78259,93.08,33.2502,672.513,2.4095,0.04163,24.021,417.02,55810.15,129472.16,185282.3
22c,R1270,IHX,cc1,2.78259,69.0,33.2502,394.309,1.612,0.006744,148.28,67.56,11392.24,129472.16,140864.4
23,R1270,cc1,VAL1,2.78259,69.0,33.2502,394.309,1.612,0.006744,148.28,67.56,11392.24,129472.16,140864.4
24,R1270,VAL1,SRC_HX,2.78259,25.48,11.6828,394.309,1.6565,0.047014,21.27,470.95,2505.97,125312.13,127818.1
31,R600,IHX,COMP2,5.46786,69.0,7.0299,686.226,2.4886,0.324181,3.085,6381.28,50473.75,29515.15,79988.9
32,R600,COMP2,SNK_HX,5.46786,125.54,24.1659,746.017,2.5187,0.078921,12.671,1553.5,98510.42,32465.73,130976.15
32c,R600,SNK_HX,cc2,5.46786,125.0,24.1659,544.648,2.0129,0.013226,75.609,260.34,45404.57,32465.73,77870.29
33,R600,cc2,VAL2,5.46786,125.0,24.1659,544.648,2.0129,0.013226,75.609,260.34,45404.57,32465.73,77870.29
34,R600,VAL2,IHX,5.46786,64.0,7.0299,544.648,2.0689,0.189298,5.283,3726.21,31929.56,29515.15,61444.71
41,water (sink),sink inlet,SNK_HX,0.5,120.0,1.9867,503.812,1.5279,0.00053,1886.213,0.95,58708.67,97.52,58806.2
43,water (sink),SNK_HX,sink outlet,0.5,120.0,1.9867,2705.926,7.1291,0.445606,2.244,802.09,618829.26,97.52,618926.78
