Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,20,3,84.19,296.4,2.985,0.199,-1.589e-10,0.199,0,-0,0,-0,-0,0
12,15,12.22,3,51.6,183.7,9.596,0.6397,0.4407,0.199,23.6,5.25e-17,23.6,991.5,4.885e-15,683
21,0.5067,12.22,5.579,1629,6060,120,236.9,0.2835,236.6,0.1103,38.43,38.54,213.3,89.03,89.18
22,0.5067,179,33.12,1979,6219,273.9,540.6,243.7,296.9,39.57,48.22,87.79,89.03,89.03,89.03
22c,0.5067,65,33.12,663.7,2509,158.5,312.8,15.86,296.9,2.575,48.22,50.79,89.03,89.03,89.03
23,0.5067,65,33.12,663.7,2509,158.5,312.8,15.86,296.9,2.575,48.22,50.79,89.03,89.03,89.03
24,0.5067,7.215,5.579,663.7,2619,142.3,280.8,44.16,236.6,17.18,38.43,55.61,213.3,89.03,108.6
31,7.649,65,8.692,644.1,2373,661.3,86.46,42.02,44.44,139.8,107.9,247.7,120.8,88.17,104.1
32,7.649,128,30.88,701,2401,1032,134.9,86.55,48.4,247.9,117.5,365.5,104,88.17,98.35
32c,7.649,125,30.88,557,2040,741.5,96.94,48.54,48.4,139.1,117.5,256.6,104,88.17,96.12
33,7.649,125,30.88,557,2040,741.5,96.94,48.54,48.4,139.1,117.5,256.6,104,88.17,96.12
34,7.649,60,8.692,557,2112,580.8,75.93,31.49,44.44,90.2,107.9,198.1,104,88.17,94.75
41,0.5,120,1.987,503.8,1528,29.4,58.81,58.71,0.09752,0,0,0,0,0,0
42,0.5,120,1.987,2706,7129,309.5,618.9,618.8,0.09752,116,-0,139.6,104.1,-0,125.3
