name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,257.7845,7.3855,-32.3298,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,256.6449,2.9054,-13.4311,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-858.1781,22.3423,64.9466,130.2429,4.9961,5.0,38.4105,0.992,0.9792,0.9803,0.3716,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,198.5507,208.4287,6.278,5.0,5.0214,5.6148,0.9878,1.0,0.9321,0.9941,,,,,
SRC_HX,HeatExchanger,,,,,-600.3936,80.9758,67.2473,10.5037,5.0,5.0,7.4145,1.0,0.9666,0.656,0.9714,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1412,31.8548,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3559,13.0311,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
