name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,264.8389,6.1954,-37.8444,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,197.2119,2.2831,-11.3693,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-917.6111,26.0673,71.0484,115.539,5.0,5.0,35.2016,1.0,1.0,0.9782,0.4139,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,195.5861,222.4464,6.4623,5.0,5.0,5.6999,1.0,1.0,0.9326,0.9939,,,,,
SRC_HX,HeatExchanger,,,,,-652.7722,46.7944,42.3731,29.99,5.0,5.0,13.9498,1.0,1.0,0.8569,0.9183,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1614,37.8444,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.438,11.3693,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
