label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,5.20744,50.0,3.0,209.59,0.7037,0.00527,189.752,98.8,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,5.20744,20.01,3.0,84.236,0.2966,0.005216,191.706,97.79,0.0,199.02,199.02
21,R717,SRC_HX,COMP1,0.7282,20.01,7.2843,1636.244,5.9666,0.130455,7.665,341.99,0.0,271900.35,271900.35
22,R717,COMP1,IHX,0.7282,194.54,45.1286,1999.935,6.1264,0.033477,29.871,87.76,289834.87,298892.19,588727.06
22c,R717,IHX,cc1,0.7282,79.0,45.1286,739.822,2.7234,0.001431,699.019,3.75,27320.52,298892.19,326212.71
23,R717,cc1,VAL1,0.7282,79.0,45.1286,739.822,2.7234,0.001431,699.019,3.75,27320.52,298892.19,326212.71
24,R717,VAL1,SRC_HX,0.7282,15.01,7.2843,739.822,2.8561,0.035043,28.536,91.87,15397.38,271900.35,287297.73
31,R600,IHX,COMP2,4.84089,79.0,8.8609,700.165,2.501,0.227245,4.401,3960.25,60468.95,29831.09,90300.04
32,R600,COMP2,SNK_HX,4.84089,116.46,20.2302,740.904,2.522,0.089144,11.218,1553.52,93102.13,31789.28,124891.41
32c,R600,SNK_HX,cc2,4.84089,115.0,20.2302,510.611,1.9287,0.01107,90.332,192.92,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.84089,115.0,20.2302,510.611,1.9287,0.01107,90.332,192.92,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.84089,74.0,8.8609,510.611,1.9552,0.095993,10.417,1672.88,30916.69,29831.09,60747.78
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
