Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
12,15,29.87,3,125.5,434.9,13.18,0.8786,0.6796,0.199,8.503e-14,5.706e-17,8.509e-14,2.317e-12,5.31e-15,1.793e-12
21,2.84,29.87,9.49,610.7,2384,327.7,115.4,5.845,109.6,10.43,104.5,114.9,174.5,93.27,97.39
22,2.84,84.2,26.38,670.7,2418,469.9,165.5,52.54,112.9,54.95,107.7,162.6,102.3,93.27,96.14
22c,2.84,66,26.38,387.2,1596,349.1,122.9,10.02,112.9,10.47,107.7,118.2,102.3,93.27,94.01
23,2.84,66,26.38,387.2,1596,349.1,122.9,10.02,112.9,10.47,107.7,118.2,102.3,93.27,94.01
24,2.84,24.87,9.49,387.2,1634,317.1,111.7,2.109,109.6,2.206,104.5,106.7,102.3,93.27,93.44
31,6.281,66,8.894,645.4,2374,549.2,87.43,42.95,44.48,123.3,90.3,213.6,127,89.79,108
32,6.281,117.3,26.02,694.7,2399,812.2,129.3,81.77,47.54,202.1,96.51,298.6,109.3,89.79,102.1
32c,6.281,115,26.02,517.3,1942,539.2,85.85,38.31,47.54,94.7,96.51,191.2,109.3,89.79,98.5
33,6.281,115,26.02,517.3,1942,539.2,85.85,38.31,47.54,94.7,96.51,191.2,109.3,89.79,98.5
34,6.281,61,8.894,517.3,1991,449.9,71.63,27.16,44.48,67.12,90.3,157.4,109.3,89.79,97.19
41,0.5,110,1.434,461.4,1419,24.19,48.39,48.34,0.04213,0,0,0,0,0,0
42,0.5,110,1.434,2691,7238,286.1,572.1,572.1,0.04213,114.5,-0,114.5,111.2,-0,111.1
