label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,60.0,3.0,251.416,0.8311,0.015255,65.552,823.77,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,15.0,47.99,3.0,201.174,0.6775,0.015167,65.935,818.99,5251.7,199.02,5450.72
21,R717,SRC_HX,COMP1,0.85629,47.99,16.874,1654.007,5.6625,0.067584,14.796,208.34,84511.53,294278.25,378789.78
22,R717,COMP1,IHX,0.85629,152.8,51.1642,1861.167,5.7613,0.029475,33.928,90.86,257127.47,299875.38,557002.85
22c,R717,IHX,cc1,0.85629,85.0,51.1642,773.897,2.816,0.001726,579.362,5.32,33277.64,299875.38,333153.02
23,R717,cc1,VAL1,0.85629,85.0,51.1642,773.897,2.816,0.001726,579.362,5.32,33277.64,299875.38,333153.02
24,R717,VAL1,SRC_HX,0.85629,42.99,16.874,773.897,2.879,0.014655,68.234,45.18,20391.04,294278.25,314669.28
31,R600a,IHX,COMP2,6.12497,85.0,13.4379,669.267,2.3957,0.177773,5.625,3919.87,59643.49,45289.98,104933.47
32,R600a,COMP2,SNK_HX,6.12497,118.61,26.0191,699.276,2.4111,0.07915,12.634,1745.25,82905.66,47536.22,130441.88
32c,R600a,SNK_HX,cc2,6.12497,115.0,26.0191,517.263,1.9423,0.015731,63.569,346.87,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.12497,115.0,26.0191,517.263,1.9423,0.015731,63.569,346.87,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.12497,80.0,13.4379,517.263,1.9655,0.083619,11.959,1843.78,33748.71,45289.98,79038.69
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
