label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,15.0,37.72,3.0,158.261,0.5417,0.015103,66.21,815.58,2151.78,199.02,2350.81
21,R717,SRC_HX,COMP1,0.85171,37.72,12.6378,1649.407,5.7697,0.089476,11.176,274.35,49193.72,293584.85,342778.58
22,R717,COMP1,IHX,0.85171,159.79,46.0954,1895.755,5.8856,0.03407,29.352,104.46,256084.38,299049.72,555134.1
22c,R717,IHX,cc1,0.85171,80.0,46.0954,745.433,2.7388,0.00168,595.177,5.15,28267.87,299049.72,327317.59
23,R717,cc1,VAL1,0.85171,80.0,46.0954,745.433,2.7388,0.00168,595.177,5.15,28267.87,299049.72,327317.59
24,R717,VAL1,SRC_HX,0.85171,32.72,12.6378,745.433,2.8147,0.01995,50.125,61.17,11477.92,293584.85,305062.78
31,R600a,IHX,COMP2,5.41672,80.0,12.1068,663.204,2.3902,0.175935,5.684,3430.76,55448.57,45051.78,100500.35
32,R600a,COMP2,SNK_HX,5.41672,108.2,21.7777,690.611,2.4046,0.088174,11.341,1719.4,76903.69,46780.02,123683.71
32c,R600a,SNK_HX,cc2,5.41672,105.0,21.7777,482.329,1.8539,0.012971,77.094,252.94,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.41672,105.0,21.7777,482.329,1.8539,0.012971,77.094,252.94,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.41672,75.0,12.1068,482.329,1.8709,0.067225,14.876,1310.89,26805.28,45051.78,71857.06
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
