name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,161.4103,3.6775,-19.504,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,295.6711,3.1027,-14.7588,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-832.5308,30.1824,72.4244,82.2382,5.0,5.0,27.5833,1.0,1.0,0.9802,0.4614,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,196.9704,224.9645,6.523,5.0,5.0,5.7278,1.0,1.0,0.9227,0.9941,,,,,
SRC_HX,HeatExchanger,,,,,-671.1205,93.0889,73.898,9.99,5.0,5.0,7.2095,1.0,1.0,0.6662,0.9735,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2719,19.504,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3223,14.7588,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
