name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,212.8872,3.8701,-25.6074,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,382.6572,3.1009,-20.9217,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-718.3998,53.9617,65.5359,27.8767,5.0,5.0,13.3131,1.0,1.0,0.9394,0.6091,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,168.3439,213.9244,8.369,5.0,5.0,6.5405,1.0,1.0,0.8605,0.9919,,,,,
SRC_HX,HeatExchanger,,,,,-505.5127,70.118,55.9012,9.99,5.0,5.0,7.2095,1.0,1.0,0.6662,0.9167,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2584,25.6074,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3225,20.9217,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
