Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
12,15,29.44,3,123.7,429,12.33,0.8217,0.6227,0.199,2.484e-14,1.393e-16,2.498e-14,7.387e-13,1.296e-14,5.629e-13
21,2.965,29.44,9.387,610.3,2384,340.7,114.9,5.35,109.5,9.211,103.3,112.5,161.3,88.34,91.74
22,2.965,84.28,26.38,670.9,2419,490.7,165.5,52.58,112.9,53.75,106.5,160.2,95.76,88.34,90.7
22c,2.965,66,26.38,387.2,1596,364.5,122.9,10.02,112.9,10.24,106.5,116.7,95.76,88.34,88.95
23,2.965,66,26.38,387.2,1596,364.5,122.9,10.02,112.9,10.24,106.5,116.7,95.76,88.34,88.95
24,2.965,24.44,9.387,387.2,1635,330.6,111.5,1.936,109.5,1.978,103.3,105.3,95.76,88.34,88.47
31,4.909,66,6.54,682,2485,377.1,76.81,47.38,29.43,101.9,45.3,147.2,121.7,87.08,108.4
32,4.909,115.4,20.23,737.7,2514,609.2,124.1,92.31,31.79,171,48.93,220,104.8,87.08,100.3
32c,4.909,115,20.23,510.6,1929,336.4,68.52,36.73,31.79,68.05,48.93,117,104.8,87.08,96.6
33,4.909,115,20.23,510.6,1929,336.4,68.52,36.73,31.79,68.05,48.93,117,104.8,87.08,96.6
34,4.909,61,6.54,510.6,1972,273.5,55.71,26.28,29.43,48.69,45.3,93.99,104.8,87.08,95.45
41,0.5,110,1.434,461.4,1419,24.19,48.39,48.34,0.04213,0,0,0,0,0,0
42,0.5,110,1.434,2691,7238,286.1,572.1,572.1,0.04213,109,-0,109,105.9,-0,105.9
