label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,7.42573,40.0,3.0,167.792,0.5723,0.007483,133.63,200.05,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,7.42573,20.01,3.0,84.236,0.2966,0.007438,134.437,198.85,0.0,199.02,199.02
21,R290,SRC_HX,COMP1,2.91063,20.01,7.3171,600.335,2.3908,0.189314,5.282,1983.68,0.0,103064.49,103064.49
22,R290,COMP1,IHX,2.91063,86.21,26.3773,676.219,2.4334,0.052683,18.981,552.03,53543.02,112929.87,166472.9
22c,R290,IHX,cc1,2.91063,66.0,26.3773,387.162,1.5958,0.006991,143.048,73.25,10015.33,112929.87,122945.21
23,R290,cc1,VAL1,2.91063,66.0,26.3773,387.162,1.5958,0.006991,143.048,73.25,10015.33,112929.87,122945.21
24,R290,VAL1,SRC_HX,2.91063,15.01,7.3171,387.162,1.6513,0.080966,12.351,848.38,3609.14,103064.49,106673.63
31,R600,IHX,COMP2,4.90935,66.0,6.5399,681.986,2.485,0.312764,3.197,5527.69,47376.11,29430.58,76806.69
32,R600,COMP2,SNK_HX,4.90935,115.38,20.2302,737.693,2.5137,0.089392,11.187,1579.89,92310.4,31789.28,124099.67
32c,R600,SNK_HX,cc2,4.90935,115.0,20.2302,510.611,1.9287,0.011227,89.072,198.42,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.90935,115.0,20.2302,510.611,1.9287,0.011227,89.072,198.42,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.90935,61.0,6.5399,510.611,1.9724,0.156265,6.399,2761.77,26280.79,29430.58,55711.36
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
