name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,179.1701,2.6341,-19.7954,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,280.8877,2.9191,-15.8874,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-820.1693,80.7705,79.6867,18.0161,5.0,5.0,10.1543,1.0,1.0,0.9314,0.7937,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,199.4551,219.8323,6.0756,5.0,5.0,5.5203,1.0,1.0,0.9184,0.9941,,,,,
SRC_HX,HeatExchanger,,,,,-640.9992,87.7696,70.3024,10.2239,5.0,5.0,7.3032,1.0,1.0,0.6716,0.902,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3796,19.7954,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3426,15.8874,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
