label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,15.0,29.8,3.0,125.164,0.4339,0.015063,66.387,813.42,669.75,199.02,868.77
21,R717,SRC_HX,COMP1,0.73465,29.8,9.965,1644.277,5.8555,0.097299,10.278,257.33,19349.66,293147.14,312496.8
22,R717,COMP1,IHX,0.73465,186.96,51.1642,1966.299,5.9988,0.028663,34.889,75.81,292624.09,299875.38,592499.48
22c,R717,IHX,cc1,0.73465,85.0,51.1642,773.897,2.816,0.001481,675.289,3.92,33277.64,299875.38,333153.02
23,R717,cc1,VAL1,0.73465,85.0,51.1642,773.897,2.816,0.001481,675.289,3.92,33277.64,299875.38,333153.02
24,R717,VAL1,SRC_HX,0.73465,24.8,9.965,773.897,2.9347,0.026205,38.161,69.31,5205.44,293147.14,298352.58
31,R600,IHX,COMP2,5.35122,85.0,10.1159,708.349,2.5086,0.219216,4.562,4223.07,66221.25,30047.54,96268.79
32,R600,COMP2,SNK_HX,5.35122,126.83,24.1659,750.406,2.5297,0.078606,12.722,1514.3,99677.48,32465.73,132143.21
32c,R600,SNK_HX,cc2,5.35122,125.0,24.1659,544.648,2.0129,0.012944,77.257,249.35,45404.57,32465.73,77870.29
33,R600,cc2,VAL2,5.35122,125.0,24.1659,544.648,2.0129,0.012944,77.257,249.35,45404.57,32465.73,77870.29
34,R600,VAL2,IHX,5.35122,80.0,10.1159,544.648,2.0452,0.10775,9.281,2075.74,38342.2,30047.54,68389.74
41,water (sink),sink inlet,SNK_HX,0.5,120.0,1.9867,503.812,1.5279,0.00053,1886.213,0.95,58708.67,97.52,58806.2
42,water (sink),SNK_HX,sink outlet,0.5,120.0,1.9867,2705.926,7.1291,0.445606,2.244,802.09,618829.26,97.52,618926.78
