Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
13,15,28.23,3,118.6,412.2,10.1,0.6734,0.4744,0.199,2.492e-14,5.506e-17,2.498e-14,9.731e-13,5.123e-15,6.87e-13
21,0.7971,28.23,9.492,1643,5873,244.1,306.2,13.17,293.1,5.308,62.78,68.09,140.5,74.65,77.48
22,0.7971,166.9,41.41,1928,6005,440.1,552.1,253.8,298.3,56.86,63.9,120.8,78.07,74.65,76.22
22c,0.7971,75,41.41,717.6,2662,256.6,322,23.71,298.3,5.311,63.9,69.21,78.07,74.65,74.91
23,0.7971,75,41.41,717.6,2662,256.6,322,23.71,298.3,5.311,63.9,69.21,78.07,74.65,74.91
24,0.7971,23.23,9.492,717.6,2751,235.9,296,2.951,293.1,0.6611,62.78,63.44,78.07,74.65,74.69
31,4.463,75,8.091,694.6,2496,384.8,86.23,56.53,29.7,95.96,38.47,134.4,105.6,80.63,97.03
32,4.463,106.7,16.8,731.3,2515,523.2,117.2,86.02,31.2,134.2,40.42,174.6,97.07,80.63,92.7
32c,4.463,105,16.8,478.5,1847,269.5,60.39,29.19,31.2,45.53,40.42,85.95,97.07,80.63,88.58
33,4.463,105,16.8,478.5,1847,269.5,60.39,29.19,31.2,45.53,40.42,85.95,97.07,80.63,88.58
34,4.463,70,8.091,478.5,1866,244,54.67,24.97,29.7,38.95,38.47,77.43,97.07,80.63,88.14
41,0.5,100,1.014,419.2,1307,19.43,38.86,38.86,9.316e-05,0,0,0,0,0,0
43,0.5,100,1.014,2676,7354,261.3,522.6,522.6,9.316e-05,93.33,0,93.33,99.22,0,99.22
