label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
13,water (source),SRC_HX,source outlet,15.0,28.23,3.0,118.615,0.4122,0.015056,66.417,813.04,474.35,199.02,673.38
21,R717,SRC_HX,COMP1,0.79706,28.23,9.4919,1643.112,5.8729,0.110658,9.037,317.53,13168.64,293069.64,306238.28
22,R717,COMP1,IHX,0.79706,166.91,41.4129,1927.751,6.0051,0.036948,27.065,106.02,253810.31,298286.48,552096.79
22c,R717,IHX,cc1,0.79706,75.0,41.4129,717.629,2.6621,0.001541,648.949,4.42,23707.01,298286.48,321993.48
23,R717,cc1,VAL1,0.79706,75.0,41.4129,717.629,2.6621,0.001541,648.949,4.42,23707.01,298286.48,321993.48
24,R717,VAL1,SRC_HX,0.79706,23.23,9.4919,717.629,2.7507,0.025175,39.721,72.24,2951.18,293069.64,296020.82
31,R600,IHX,COMP2,4.46306,75.0,8.0908,694.63,2.496,0.229775,4.352,3691.79,56531.77,29698.23,86230.0
32,R600,COMP2,SNK_HX,4.46306,106.69,16.8006,731.3,2.5154,0.102911,9.717,1653.47,86023.14,31199.21,117222.35
32c,R600,SNK_HX,cc2,4.46306,105.0,16.8006,478.513,1.8469,0.00975,102.569,156.65,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.46306,105.0,16.8006,478.513,1.8469,0.00975,102.569,156.65,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.46306,70.0,8.0908,478.513,1.8664,0.080257,12.46,1289.5,24974.71,29698.23,54672.94
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
43,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
