label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,30.0,3.0,126.004,0.4367,0.015064,66.383,813.47,697.18,199.02,896.2
13,water (source),SRC_HX,source outlet,15.0,19.7,3.0,82.951,0.2922,0.015025,66.557,811.33,0.63,199.02,199.65
21,R290,SRC_HX,COMP1,3.25336,18.81,7.081,599.035,2.3917,0.218562,4.575,2559.82,4.51,101498.38,101502.9
22,R290,COMP1,IHX,3.25336,91.58,28.7753,681.849,2.4375,0.053671,18.632,628.61,57494.14,113404.48,170898.62
22c,R290,IHX,cc1,3.25336,69.97,28.4753,400.534,1.6335,0.007997,125.049,93.66,11919.21,113345.14,125264.35
23,R290,cc1,VAL1,3.25336,69.97,28.4753,400.534,1.6335,0.007997,125.049,93.66,11919.21,113345.14,125264.35
24,R290,VAL1,SRC_HX,3.25336,14.7,7.256,400.534,1.6984,0.09918,10.083,1161.61,3588.66,102664.68,106253.34
31,R600a,IHX,COMP2,5.46735,69.31,9.5886,649.726,2.3779,0.226836,4.408,4464.69,46002.33,44600.8,90603.13
32,R600a,COMP2,SNK_HX,5.46735,108.03,22.0277,688.682,2.3984,0.086879,11.51,1710.0,76722.44,46824.62,123547.07
32c,R600a,SNK_HX,cc2,5.46735,105.0,21.7777,482.329,1.8539,0.013092,76.38,257.69,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.46735,105.0,21.7777,482.329,1.8539,0.013092,76.38,257.69,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.46735,65.0,9.7386,482.329,1.8813,0.099984,10.002,1967.93,24168.06,44627.67,68795.74
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
43,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
