label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,14.79699,30.0,3.0,126.004,0.4367,0.01486,67.293,791.6,697.18,199.02,896.2
12,water (source),SRC_HX,source outlet,14.79699,20.01,3.0,84.236,0.2966,0.014822,67.466,789.57,0.0,199.02,199.02
21,R717,SRC_HX,COMP1,0.6425,20.01,7.2843,1636.244,5.9666,0.115102,8.688,266.23,0.0,271900.35,271900.35
22,R717,COMP1,IHX,0.6425,165.48,34.6731,1938.493,6.1078,0.036135,27.674,83.58,235545.11,297186.98,532732.09
22c,R717,IHX,cc1,0.6425,67.0,34.6731,674.318,2.54,0.001206,829.444,2.79,17294.38,297186.98,314481.37
23,R717,cc1,VAL1,0.6425,67.0,34.6731,674.318,2.54,0.001206,829.444,2.79,17294.38,297186.98,314481.37
24,R717,VAL1,SRC_HX,0.6425,15.01,7.2843,674.318,2.6288,0.02488,40.192,57.55,16531.7,271900.35,288432.05
31,R600a,IHX,COMP2,6.27311,67.0,9.0999,646.741,2.3753,0.274667,3.641,6202.86,43879.98,44513.24,88393.23
32,R600a,COMP2,SNK_HX,6.27311,117.41,26.0191,694.978,2.4001,0.079539,12.572,1796.24,81828.66,47536.22,129364.88
32c,R600a,SNK_HX,cc2,6.27311,115.0,26.0191,517.263,1.9423,0.016111,62.068,363.85,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.27311,115.0,26.0191,517.263,1.9423,0.016111,62.068,363.85,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.27311,62.0,9.0999,517.263,1.9892,0.159676,6.263,3605.99,27584.99,44513.24,72098.23
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
