name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,195.1808,4.8757,-27.7982,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,309.4647,2.9351,-17.3192,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-805.3584,25.187,65.016,101.1821,4.9968,5.0,31.9752,0.9914,0.9835,0.9795,0.3625,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,175.3632,208.1876,7.9403,5.0,5.0521,6.3572,0.9905,1.0,0.9031,0.9926,,,,,
SRC_HX,HeatExchanger,,,,,-610.1776,82.5098,67.8822,10.4551,5.0,5.0,7.3952,1.0,0.9762,0.6603,0.9708,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2119,27.3232,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3497,16.9192,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
