name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,176.7267,3.4328,-16.8543,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,363.0984,4.4164,-15.6496,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-751.7247,57.8148,71.0245,26.8589,5.0,5.0,13.0023,1.0,1.0,0.9559,0.7379,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,222.9646,222.9646,5.0,5.0,5.0,5.0,1.0,1.0,0.931,0.9953,,,,,
SRC_HX,HeatExchanger,,,,,-574.998,83.7107,65.6933,9.1539,5.0,5.0,6.8689,1.0,1.0,0.6462,0.9411,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2913,16.8543,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2264,15.6496,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
