label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,3.80638,60.0,3.0,251.416,0.8311,0.003871,258.325,53.05,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,3.80638,20.01,3.0,84.236,0.2966,0.003813,262.269,52.25,0.0,199.02,199.02
21,R717,SRC_HX,COMP1,0.71435,20.01,7.2843,1636.244,5.9666,0.127974,7.814,329.1,0.0,271900.35,271900.35
22,R717,COMP1,IHX,0.71435,196.93,46.0954,2005.02,6.1279,0.03231,30.95,83.09,294338.85,299049.72,593388.57
22c,R717,IHX,cc1,0.71435,80.0,46.0954,745.433,2.7388,0.001409,709.628,3.62,28267.87,299049.72,327317.59
23,R717,cc1,VAL1,0.71435,80.0,46.0954,745.433,2.7388,0.001409,709.628,3.62,28267.87,299049.72,327317.59
24,R717,VAL1,SRC_HX,0.71435,15.01,7.2843,745.433,2.8756,0.034952,28.611,89.88,15300.21,271900.35,287200.56
31,R600a,IHX,COMP2,6.1654,80.0,12.1068,663.204,2.3902,0.200252,4.994,4444.67,55448.57,45051.78,100500.35
32,R600a,COMP2,SNK_HX,6.1654,118.28,26.0191,698.082,2.408,0.07926,12.617,1759.2,82605.6,47536.22,130141.82
32c,R600a,SNK_HX,cc2,6.1654,115.0,26.0191,517.263,1.9423,0.015835,63.152,351.46,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.1654,115.0,26.0191,517.263,1.9423,0.015835,63.152,351.46,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.1654,75.0,12.1068,517.263,1.9712,0.100674,9.933,2234.51,32324.07,45051.78,77375.85
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
