name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,263.4336,6.3281,-38.8111,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,215.0412,2.1491,-13.9123,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-899.7818,25.3394,69.329,116.93,5.0,5.0,35.5092,1.0,1.0,0.9781,0.3457,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,171.48,219.4696,8.2764,5.0,5.0,6.5012,1.0,1.0,0.9045,0.9923,,,,,
SRC_HX,HeatExchanger,,,,,-636.3483,37.8134,34.9738,39.99,5.0,5.0,16.8287,1.0,1.0,0.8887,0.8948,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.158,38.8111,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4653,13.9123,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
