name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,177.991,2.345,-24.7078,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,286.5686,2.3951,-17.9871,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-814.4884,70.2213,74.3404,22.3874,5.0,5.0,11.5989,1.0,1.0,0.9104,0.6795,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,161.1499,211.9787,9.0659,5.0,5.0,6.8325,1.0,1.0,0.863,0.9912,,,,,
SRC_HX,HeatExchanger,,,,,-636.4974,87.53,70.1376,10.1453,5.0,5.0,7.2718,1.0,1.0,0.67,0.8877,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.4264,24.7078,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4175,17.9871,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
