name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,234.3235,4.8421,-36.8085,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,197.9933,2.2981,-11.5686,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-916.8297,29.0333,72.1807,99.4675,4.9934,5.0,31.5785,0.9935,0.9834,0.9771,0.4534,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,185.6455,207.9296,7.1367,5.0,5.0214,6.0051,0.9878,1.0,0.9328,0.9933,,,,,
SRC_HX,HeatExchanger,,,,,-682.5063,87.5844,72.6096,11.4704,5.0,5.0,7.7926,1.0,0.9821,0.6852,0.9643,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2117,36.3335,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4479,11.1686,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
