name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,261.3176,3.3049,-25.9478,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,176.9797,2.0025,-10.9023,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-951.2221,74.7047,86.4686,25.9854,5.0,5.0,12.7331,1.0,1.0,0.9321,0.7513,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,178.9242,223.6616,7.8205,5.0,5.0,6.3055,1.0,1.0,0.9241,0.9929,,,,,
SRC_HX,HeatExchanger,,,,,-689.9046,90.6315,73.3781,11.0061,5.0,5.0,7.6122,1.0,1.0,0.6876,0.9017,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3026,25.9478,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4994,10.9023,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
