name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,203.7086,3.362,-39.7938,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,153.8897,1.7493,-11.1454,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-960.9334,37.5833,79.6825,73.8419,5.0,5.0,25.5681,1.0,1.0,0.9729,0.471,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,164.3874,218.2901,8.9434,5.0,5.0,6.7817,1.0,1.0,0.9056,0.9916,,,,,
SRC_HX,HeatExchanger,,,,,-757.2248,94.3869,77.2003,12.0705,5.0,5.0,8.0226,1.0,1.0,0.7072,0.9559,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2974,39.7938,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.5716,11.1454,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
