label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,15.0,28.32,3.0,118.997,0.4135,0.015057,66.415,813.06,484.86,199.02,683.88
21,R717,SRC_HX,COMP1,0.73929,28.32,9.519,1643.181,5.8718,0.102354,9.77,272.41,13532.18,293074.09,306606.27
22,R717,COMP1,IHX,0.73929,138.15,31.629,1868.459,5.9835,0.042021,23.798,111.84,202459.2,296690.04,499149.24
22c,R717,IHX,cc1,0.73929,63.0,31.629,653.138,2.479,0.001368,730.97,3.64,14480.91,296690.04,311170.95
23,R717,cc1,VAL1,0.73929,63.0,31.629,653.138,2.479,0.001368,730.97,3.64,14480.91,296690.04,311170.95
24,R717,VAL1,SRC_HX,0.73929,23.32,9.519,653.138,2.5329,0.017844,56.04,47.49,2308.41,293074.09,295382.5
31,R600,IHX,COMP2,4.51017,63.0,6.0757,677.724,2.4815,0.309047,3.236,5017.87,44232.36,29350.45,73582.81
32,R600,COMP2,SNK_HX,4.51017,105.7,16.8006,728.659,2.5084,0.103144,9.695,1674.71,85423.16,31199.21,116622.37
32c,R600,SNK_HX,cc2,4.51017,105.0,16.8006,478.513,1.8469,0.009852,101.497,159.97,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.51017,105.0,16.8006,478.513,1.8469,0.009852,101.497,159.97,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.51017,58.0,6.0757,478.513,1.8801,0.130582,7.658,2120.21,21304.49,29350.45,50654.94
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
