name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,166.5457,3.3227,-22.11,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,229.7274,2.7652,-10.7248,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-898.4744,34.7098,78.4577,75.1508,5.0,5.0,25.8853,1.0,1.0,0.9789,0.552,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,211.0879,225.5295,5.7049,5.0,5.0,5.3447,1.0,1.0,0.941,0.9948,,,,,
SRC_HX,HeatExchanger,,,,,-731.9288,92.9799,75.6356,11.6764,5.0,5.0,7.8719,1.0,1.0,0.7001,0.967,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.301,22.11,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3616,10.7248,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
