Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,20,3,84.19,296.4,2.985,0.199,-1.589e-10,0.199,0,-0,0,-0,-0,0
12,15,12.4,3,52.38,186.5,9.279,0.6186,0.4196,0.199,42.64,-6.678e-17,42.64,1882,-6.213e-15,1277
21,2.687,12.4,7.241,593,2400,291.3,108.4,0.1738,108.2,0.8481,84.02,84.87,504.5,80.26,80.94
22,2.687,106.4,37.21,695.2,2455,522.9,194.6,64.4,130.2,49.99,101.1,151.1,80.26,80.26,80.26
22c,2.687,75,37.21,415.4,1670,389.2,144.9,14.65,130.2,11.37,101.1,112.5,80.26,80.26,80.26
23,2.687,75,37.21,415.4,1670,389.2,144.9,14.65,130.2,11.37,101.1,112.5,80.26,80.26,80.26
24,2.687,7.402,7.241,415.4,1768,312.5,116.3,8.068,108.2,39.37,84.02,123.4,504.5,80.26,109.7
31,7.518,75,10.88,657,2384,721.3,95.94,51.11,44.83,129.5,94.64,224.1,93.62,78,86.32
32,7.518,128.6,30.88,703.5,2408,1020,135.6,87.22,48.4,205.7,102.2,307.9,87.15,78,83.89
32c,7.518,125,30.88,557,2040,728.8,96.94,48.54,48.4,114.5,102.2,216.7,87.15,78,82.58
33,7.518,125,30.88,557,2040,728.8,96.94,48.54,48.4,114.5,102.2,216.7,87.15,78,82.58
34,7.518,70,10.88,557,2093,611.2,81.31,36.47,44.83,86.03,94.64,180.7,87.15,78,82.11
41,0.5,120,1.987,503.8,1528,29.4,58.81,58.71,0.09752,0,0,0,0,0,0
42,0.5,120,1.987,2706,7129,309.5,618.9,618.8,0.09752,96.76,-0,139.4,86.87,-0,125.1
