label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,20.0,3.0,84.194,0.2964,0.015026,66.553,811.38,-0.0,199.02,199.02
13,water (source),SRC_HX,source outlet,15.0,10.64,3.0,44.983,0.1605,0.015004,66.649,810.21,640.13,199.02,839.15
21,R717,SRC_HX,COMP1,0.628,10.64,5.2745,1626.986,6.0795,0.153103,6.532,346.13,407.36,229130.53,229537.89
22,R717,COMP1,IHX,0.628,195.5,37.0961,2017.247,6.2512,0.035871,27.877,81.1,271872.96,297582.37,569455.33
22c,R717,IHX,cc1,0.628,70.0,37.0961,690.403,2.5857,0.001191,839.427,2.69,19574.65,297582.37,317157.02
23,R717,cc1,VAL1,0.628,70.0,37.0961,690.403,2.5857,0.001191,839.427,2.69,19574.65,297582.37,317157.02
24,R717,VAL1,SRC_HX,0.628,5.64,5.2745,690.403,2.7204,0.03908,25.589,88.35,48533.61,229130.53,277664.14
31,R600a,IHX,COMP2,6.2485,70.0,9.7386,650.615,2.3787,0.255117,3.92,5738.77,46632.21,44627.67,91259.89
32,R600a,COMP2,SNK_HX,6.2485,117.6,26.0191,695.677,2.4019,0.079477,12.582,1787.8,82003.34,47536.22,129539.56
32c,R600a,SNK_HX,cc2,6.2485,115.0,26.0191,517.263,1.9423,0.016048,62.312,361.0,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.2485,115.0,26.0191,517.263,1.9423,0.016048,62.312,361.0,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.2485,65.0,9.7386,517.263,1.9846,0.143851,6.952,3235.86,28816.96,44627.67,73444.64
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
