label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,60.0,3.0,251.416,0.8311,0.015255,65.552,823.77,10467.41,199.02,10666.43
13,water (source),SRC_HX,source outlet,15.0,48.7,3.0,204.136,0.6868,0.015171,65.914,819.25,5512.87,199.02,5711.9
21,R717,SRC_HX,COMP1,0.79523,48.7,17.2015,1654.231,5.6553,0.061571,16.241,176.27,86811.96,294331.83,381143.79
22,R717,COMP1,IHX,0.79523,147.23,49.0889,1848.806,5.7492,0.028107,35.578,80.47,248653.25,299537.41,548190.66
22c,R717,IHX,cc1,0.79523,83.0,49.0889,762.427,2.785,0.001589,629.369,4.55,31218.31,299537.41,330755.72
23,R717,cc1,VAL1,0.79523,83.0,49.0889,762.427,2.785,0.001589,629.369,4.55,31218.31,299537.41,330755.72
24,R717,VAL1,SRC_HX,0.79523,43.7,17.2015,762.427,2.8411,0.012601,79.357,36.08,19991.26,294331.83,314323.09
31,R600,IHX,COMP2,5.36627,83.0,9.6839,705.639,2.506,0.229978,4.348,4442.84,64324.44,29973.04,94297.48
32,R600,COMP2,SNK_HX,5.36627,126.66,24.1659,749.829,2.5282,0.078649,12.715,1519.38,99523.48,32465.73,131989.21
32c,R600,SNK_HX,cc2,5.36627,125.0,24.1659,544.648,2.0129,0.01298,77.041,250.76,45404.57,32465.73,77870.29
33,R600,cc2,VAL2,5.36627,125.0,24.1659,544.648,2.0129,0.01298,77.041,250.76,45404.57,32465.73,77870.29
34,R600,VAL2,IHX,5.36627,78.0,9.6839,544.648,2.0478,0.115824,8.634,2237.56,37666.92,29973.04,67639.96
41,water (sink),sink inlet,SNK_HX,0.5,120.0,1.9867,503.812,1.5279,0.00053,1886.213,0.95,58708.67,97.52,58806.2
43,water (sink),SNK_HX,sink outlet,0.5,120.0,1.9867,2705.926,7.1291,0.445606,2.244,802.09,618829.26,97.52,618926.78
