label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,13.10264,20.0,3.0,84.194,0.2964,0.013125,76.191,619.1,-0.0,199.02,199.02
12,water (source),SRC_HX,source outlet,13.10264,10.0,3.0,42.313,0.1511,0.013105,76.305,618.17,731.33,199.02,930.35
21,R290,SRC_HX,COMP1,2.90943,10.0,5.5112,589.26,2.3991,0.249659,4.005,2614.91,312.82,89256.33,89569.16
22,R290,COMP1,IHX,2.90943,93.05,28.4931,687.043,2.453,0.049416,20.236,517.58,58198.7,113348.64,171547.34
22c,R290,IHX,cc1,2.90943,70.0,28.4931,400.646,1.6338,0.007153,139.803,74.92,11935.65,113348.64,125284.29
23,R290,cc1,VAL1,2.90943,70.0,28.4931,400.646,1.6338,0.007153,139.803,74.92,11935.65,113348.64,125284.29
24,R290,VAL1,SRC_HX,2.90943,5.0,5.5112,400.646,1.7212,0.127033,7.872,1330.53,10400.73,89256.33,99657.06
31,R600a,IHX,COMP2,6.2485,70.0,9.7386,650.615,2.3787,0.255117,3.92,5738.77,46632.21,44627.67,91259.89
32,R600a,COMP2,SNK_HX,6.2485,117.6,26.0191,695.677,2.4019,0.079477,12.582,1787.8,82003.34,47536.22,129539.56
32c,R600a,SNK_HX,cc2,6.2485,115.0,26.0191,517.263,1.9423,0.016048,62.312,361.0,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.2485,115.0,26.0191,517.263,1.9423,0.016048,62.312,361.0,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.2485,65.0,9.7386,517.263,1.9846,0.143851,6.952,3235.86,28816.96,44627.67,73444.64
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
