name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,162.3609,2.9426,-24.4897,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,190.5673,2.3337,-9.6015,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-937.6346,39.2411,82.4636,67.0179,5.0,5.0,23.8942,1.0,1.0,0.9773,0.5878,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,201.3443,225.3138,6.2534,5.0,5.0,5.6033,1.0,1.0,0.9413,0.9943,,,,,
SRC_HX,HeatExchanger,,,,,-775.2737,95.3052,78.1953,12.3661,5.0,5.0,8.1346,1.0,1.0,0.7121,0.9622,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3398,24.4897,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4285,9.6015,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
