label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,15.0,37.63,3.0,157.905,0.5406,0.015103,66.213,815.56,2131.52,199.02,2330.54
21,R717,SRC_HX,COMP1,0.80846,37.63,12.6064,1649.359,5.7706,0.085139,11.746,247.79,48884.57,293579.71,342464.28
22,R717,COMP1,IHX,0.80846,137.02,37.0961,1850.187,5.8701,0.03815,26.212,111.03,216532.73,297582.37,514115.1
22c,R717,IHX,cc1,0.80846,70.0,37.0961,690.403,2.5857,0.001534,652.054,4.46,19574.65,297582.37,317157.02
23,R717,cc1,VAL1,0.80846,70.0,37.0961,690.403,2.5857,0.001534,652.054,4.46,19574.65,297582.37,317157.02
24,R717,VAL1,SRC_HX,0.80846,32.63,12.6064,690.403,2.635,0.01505,66.447,43.8,9138.77,293579.71,302718.48
31,R600,IHX,COMP2,4.48369,70.0,7.1991,687.634,2.4898,0.259589,3.852,4190.1,51496.11,29544.35,81040.47
32,R600,COMP2,SNK_HX,4.48369,106.25,16.8006,730.136,2.5123,0.103014,9.707,1662.78,85758.18,31199.21,116957.39
32c,R600,SNK_HX,cc2,4.48369,105.0,16.8006,478.513,1.8469,0.009795,102.097,158.1,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.48369,105.0,16.8006,478.513,1.8469,0.009795,102.097,158.1,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.48369,65.0,7.1991,478.513,1.8716,0.098785,10.123,1594.52,23599.52,29544.35,53143.87
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
