name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,163.1281,2.59,-19.5892,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,341.36,2.7785,-19.7663,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-759.6971,75.0994,74.1807,17.9033,5.0,5.0,10.1159,1.0,1.0,0.9313,0.7167,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,165.2866,213.1331,8.6557,5.0,5.0,6.6615,1.0,1.0,0.8615,0.9916,,,,,
SRC_HX,HeatExchanger,,,,,-596.569,85.0162,67.3344,9.5151,5.0,5.0,7.0171,1.0,1.0,0.6556,0.908,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3861,19.5892,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3599,19.7663,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
