name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,226.4427,4.2971,-43.4601,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,195.663,2.1465,-12.9078,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-905.3941,30.8834,71.9628,89.6075,5.0,5.0,29.3165,1.0,1.0,0.974,0.4453,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,181.6693,218.7769,7.2619,5.0,5.0,6.0608,1.0,1.0,0.9198,0.9929,,,,,
SRC_HX,HeatExchanger,,,,,-678.9514,90.0113,72.4212,10.8294,5.0,5.0,7.543,1.0,1.0,0.6842,0.962,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2327,43.4601,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4659,12.9078,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
