name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,273.6542,4.4804,-26.6917,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,309.6216,2.5506,-18.7734,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-791.4355,69.4627,74.4338,21.7515,5.0,5.0,11.3937,1.0,1.0,0.9277,0.6817,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,162.8929,212.477,8.8898,5.0,5.0,6.7594,1.0,1.0,0.8624,0.9914,,,,,
SRC_HX,HeatExchanger,,,,,-517.7813,79.7455,61.7342,8.257,5.0,5.0,6.4929,1.0,1.0,0.6226,0.9134,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2232,26.6917,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3921,18.7734,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
