label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,30.0,3.0,126.004,0.4367,0.015064,66.383,813.47,697.18,199.02,896.2
12,water (source),SRC_HX,source outlet,15.0,20.6,3.0,86.699,0.305,0.015027,66.545,811.48,2.55,199.02,201.58
21,R1270,SRC_HX,COMP1,3.18607,20.6,9.0632,600.447,2.3882,0.172478,5.798,1978.3,1.11,119460.66,119461.78
22,R1270,COMP1,IHX,3.18607,103.6,37.2055,687.586,2.4348,0.043625,22.923,500.37,62695.81,130229.76,192925.57
22c,R1270,IHX,cc1,3.18607,75.0,37.2055,415.401,1.6703,0.008074,123.851,92.61,14645.71,130229.76,144875.47
23,R1270,cc1,VAL1,3.18607,75.0,37.2055,415.401,1.6703,0.008074,123.851,92.61,14645.71,130229.76,144875.47
24,R1270,VAL1,SRC_HX,3.18607,15.6,9.0632,415.401,1.7476,0.086809,11.52,995.68,2742.18,119460.66,122202.85
31,R600a,IHX,COMP2,6.2069,75.0,10.8754,656.978,2.3845,0.225863,4.427,5046.86,51110.0,44831.3,95941.29
32,R600a,COMP2,SNK_HX,6.2069,117.94,26.0191,696.873,2.4049,0.07937,12.599,1773.5,82302.45,47536.22,129838.67
32c,R600a,SNK_HX,cc2,6.2069,115.0,26.0191,517.263,1.9423,0.015941,62.73,356.21,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.2069,115.0,26.0191,517.263,1.9423,0.015941,62.73,356.21,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.2069,70.0,10.8754,517.263,1.9776,0.120581,8.293,2694.37,30683.21,44831.3,75514.5
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
