Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,20,3,84.19,296.4,2.985,0.199,-1.589e-10,0.199,0,-0,0,-0,-0,0
12,15,12.89,3,54.42,193.6,8.492,0.5662,0.3671,0.199,22.18,-6.384e-17,22.18,1119,-5.94e-15,725.6
21,0.4388,12.89,5.712,1629,6052,105.3,240,0.2373,239.8,0.07775,37.3,37.38,207.4,98.46,98.57
22,0.4388,151.9,26.14,1920,6192,214.9,489.8,194,295.8,30.17,46.01,76.18,98.46,98.46,98.46
22c,0.4388,55,26.14,611.6,2357,134,305.4,9.615,295.8,1.495,46.01,47.5,98.46,98.46,98.46
23,0.4388,55,26.14,611.6,2357,134,305.4,9.615,295.8,1.495,46.01,47.5,98.46,98.46,98.46
24,0.4388,7.889,5.712,611.6,2431,124.5,283.8,43.97,239.8,14.41,37.3,51.7,207.4,98.46,115.3
31,7.77,55,6.849,630.9,2362,594.3,76.49,32.38,44.11,123.1,121.1,244.2,135.9,98.18,114.1
32,7.77,127.6,30.88,698.7,2396,1044,134.3,85.95,48.4,270.2,132.9,403.1,112.4,98.18,107.3
32c,7.77,125,30.88,557,2040,753.2,96.94,48.54,48.4,152.6,132.9,285.5,112.4,98.18,105.3
33,7.77,125,30.88,557,2040,753.2,96.94,48.54,48.4,152.6,132.9,285.5,112.4,98.18,105.3
34,7.77,50,6.849,557,2133,540.5,69.56,25.45,44.11,80.02,121.1,201.2,112.4,98.18,103.4
41,0.5,120,1.987,503.8,1528,29.4,58.81,58.71,0.09752,0,0,0,0,0,0
42,0.5,120,1.987,2706,7129,309.5,618.9,618.8,0.09752,126.2,-0,148.4,113.3,-0,133.2
