name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,251.0754,4.2479,-28.9778,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,341.36,2.7785,-19.7663,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-759.6971,55.6231,67.5714,29.0165,5.0,5.0,13.658,1.0,1.0,0.9323,0.6094,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,165.2866,213.1331,8.6557,5.0,5.0,6.6615,1.0,1.0,0.8615,0.9916,,,,,
SRC_HX,HeatExchanger,,,,,-508.6216,36.4609,33.0568,29.99,5.0,5.0,13.9498,1.0,1.0,0.8569,0.7703,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2354,28.9778,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3599,19.7663,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
