label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,15.0,28.6,3.0,120.143,0.4173,0.015058,66.41,813.13,516.99,199.02,716.02
21,R1270,SRC_HX,COMP1,3.06835,28.6,11.1462,607.267,2.377,0.134823,7.417,1489.26,4347.14,125207.96,129555.1
22,R1270,COMP1,IHX,3.06835,86.18,29.6319,667.146,2.4106,0.051964,19.244,574.0,50822.53,128777.69,179600.23
22c,R1270,IHX,cc1,3.06835,63.0,29.6319,374.327,1.5556,0.007156,139.736,79.05,8632.23,128777.69,137409.92
23,R1270,cc1,VAL1,3.06835,63.0,29.6319,374.327,1.5556,0.007156,139.736,79.05,8632.23,128777.69,137409.92
24,R1270,VAL1,SRC_HX,3.06835,23.6,11.1462,374.327,1.5923,0.048181,20.755,532.22,1443.62,125207.96,126651.59
31,R600,IHX,COMP2,4.51017,63.0,6.0757,677.724,2.4815,0.309047,3.236,5017.87,44232.36,29350.45,73582.81
32,R600,COMP2,SNK_HX,4.51017,105.7,16.8006,728.659,2.5084,0.103144,9.695,1674.71,85423.16,31199.21,116622.37
32c,R600,SNK_HX,cc2,4.51017,105.0,16.8006,478.513,1.8469,0.009852,101.497,159.97,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.51017,105.0,16.8006,478.513,1.8469,0.009852,101.497,159.97,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.51017,58.0,6.0757,478.513,1.8801,0.130582,7.658,2120.21,21304.49,29350.45,50654.94
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
