label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,60.0,3.0,251.416,0.8311,0.015255,65.552,823.77,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,15.0,47.57,3.0,199.452,0.6722,0.015164,65.947,818.84,5102.65,199.02,5301.67
21,R290,SRC_HX,COMP1,4.15458,47.57,14.5263,627.703,2.3739,0.134148,7.454,2006.39,24811.75,110575.59,135387.34
22,R290,COMP1,IHX,4.15458,98.68,34.9971,677.253,2.4007,0.052158,19.173,780.1,62460.45,114633.22,177093.67
22c,R290,IHX,cc1,4.15458,81.0,34.9971,440.089,1.7422,0.011031,90.654,164.98,18331.39,114633.22,132964.61
23,R290,cc1,VAL1,4.15458,81.0,34.9971,440.089,1.7422,0.011031,90.654,164.98,18331.39,114633.22,132964.61
24,R290,VAL1,SRC_HX,4.15458,42.57,14.5263,440.089,1.7799,0.058977,16.956,882.08,11314.12,110575.59,121889.71
31,R600a,IHX,COMP2,5.41082,81.0,12.3649,664.43,2.3913,0.171819,5.82,3346.86,56299.22,45097.97,101397.19
32,R600a,COMP2,SNK_HX,5.41082,108.27,21.7777,690.838,2.4052,0.088154,11.344,1717.14,76956.18,46780.02,123736.21
32c,R600a,SNK_HX,cc2,5.41082,105.0,21.7777,482.329,1.8539,0.012957,77.178,252.39,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.41082,105.0,21.7777,482.329,1.8539,0.012957,77.178,252.39,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.41082,76.0,12.3649,482.329,1.87,0.06447,15.511,1255.81,27022.98,45097.97,72120.95
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
