name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,136.6571,3.517,-15.1489,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,526.8403,4.5087,-24.0313,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-574.2167,52.3403,56.3171,20.4563,5.0,5.0,10.9708,1.0,1.0,0.9531,0.64,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,177.7843,216.0493,7.5627,5.0,5.0,6.1932,1.0,1.0,0.8573,0.9927,,,,,
SRC_HX,HeatExchanger,,,,,-437.5596,73.792,55.2212,6.9679,5.0,5.0,5.9296,1.0,1.0,0.5818,0.95,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2843,15.1489,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2218,24.0313,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
