Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,20,3,84.19,296.4,2.985,0.199,-1.589e-10,0.199,0,-0,0,-0,-0,0
12,15,13.03,3,55.02,195.7,8.271,0.5514,0.3524,0.199,33.41,-6.172e-17,33.41,1756,-5.743e-15,1122
21,1.817,13.03,6.019,592.7,2396,170.4,93.76,0.153,93.61,0.3943,64.53,64.92,393.9,105.4,105.8
22,1.817,75.46,21.17,667.9,2440,283.9,156.2,44.31,111.9,30.54,77.14,107.7,105.4,105.4,105.4
22c,1.817,55,21.17,351.9,1494,213.7,117.6,5.694,111.9,3.925,77.14,81.06,105.4,105.4,105.4
23,1.817,55,21.17,351.9,1494,213.7,117.6,5.694,111.9,3.925,77.14,81.06,105.4,105.4,105.4
24,1.817,8.032,6.019,351.9,1540,188.9,103.9,10.32,93.61,26.59,64.53,91.12,393.9,105.4,134
31,7.77,55,6.849,630.9,2362,594.3,76.49,32.38,44.11,115.8,118.1,233.9,127.9,95.74,109.3
32,7.77,127.6,30.88,698.7,2396,1044,134.3,85.95,48.4,259.3,129.6,388.9,107.8,95.74,103.5
32c,7.77,125,30.88,557,2040,753.2,96.94,48.54,48.4,146.4,129.6,276,107.8,95.74,101.8
33,7.77,125,30.88,557,2040,753.2,96.94,48.54,48.4,146.4,129.6,276,107.8,95.74,101.8
34,7.77,50,6.849,557,2133,540.5,69.56,25.45,44.11,76.78,118.1,194.9,107.8,95.74,100.2
41,0.5,120,1.987,503.8,1528,29.4,58.81,58.71,0.09752,0,0,0,0,0,0
42,0.5,120,1.987,2706,7129,309.5,618.9,618.8,0.09752,121,-0,154.4,108.6,-0,138.6
