name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,196.889,5.6698,-24.8606,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,346.1005,3.287,-18.1035,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-768.7226,22.4658,62.7577,111.1114,5.0,5.0,34.2174,1.0,1.0,0.9807,0.331,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,186.9077,221.3632,7.0459,5.0,5.0,5.9646,1.0,1.0,0.9024,0.9934,,,,,
SRC_HX,HeatExchanger,,,,,-571.8335,83.5027,65.2718,9.1036,5.0,5.0,6.8481,1.0,1.0,0.645,0.9761,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1764,24.8606,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3042,18.1035,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
