label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,13.65286,20.0,3.0,84.194,0.2964,0.013676,73.12,672.19,-0.0,199.02,199.02
12,water (source),SRC_HX,source outlet,13.65286,10.0,3.0,42.313,0.1511,0.013656,73.23,671.18,731.33,199.02,930.35
21,R1270,SRC_HX,COMP1,2.27973,10.0,6.762,590.739,2.4043,0.1648,6.068,1352.51,298.83,104733.17,105032.0
22,R1270,COMP1,IHX,2.27973,79.2,23.7821,669.662,2.4495,0.050717,19.717,416.23,43040.4,127652.1,170692.5
22c,R1270,IHX,cc1,2.27973,52.0,23.7821,339.918,1.4556,0.005012,199.51,41.14,4678.34,127652.1,132330.44
23,R1270,cc1,VAL1,2.27973,52.0,23.7821,339.918,1.4556,0.005012,199.51,41.14,4678.34,127652.1,132330.44
24,R1270,VAL1,SRC_HX,2.27973,5.0,6.762,339.918,1.5028,0.058055,17.225,476.46,13744.72,104733.17,118477.9
31,R600,IHX,COMP2,4.96735,52.0,4.5807,661.944,2.4692,0.448677,2.229,8023.45,32302.3,29092.29,61394.58
32,R600,COMP2,SNK_HX,4.96735,115.0,20.2302,735.041,2.5069,0.089555,11.166,1601.46,91660.99,31789.28,123450.27
32c,R600,SNK_HX,cc2,4.96735,115.0,20.2302,510.611,1.9287,0.01136,88.032,203.14,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.96735,115.0,20.2302,510.611,1.9287,0.01136,88.032,203.14,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.96735,47.0,4.5807,510.611,1.9968,0.25833,3.871,4619.57,19469.95,29092.29,48562.24
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
