name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,197.9982,3.1178,-34.7539,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,112.504,1.6608,-6.6847,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-1015.6979,41.4379,86.1855,69.5172,5.0,5.0,24.5113,1.0,1.0,0.9741,0.5891,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,181.3937,224.418,7.6231,5.0,5.0,6.2196,1.0,1.0,0.9421,0.9931,,,,,
SRC_HX,HeatExchanger,,,,,-817.6997,97.5135,80.631,13.035,5.0,5.0,8.3855,1.0,1.0,0.7229,0.9545,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3207,34.7539,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.6021,6.6847,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
