label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,15.0,39.35,3.0,165.09,0.5637,0.015113,66.17,816.08,2557.9,199.02,2756.92
21,R290,SRC_HX,COMP1,4.0538,39.35,11.9922,620.152,2.3786,0.160128,6.245,2336.85,16387.22,110070.24,126457.46
22,R290,COMP1,IHX,4.0538,104.59,37.641,685.159,2.4132,0.047541,21.034,693.8,66170.18,115154.23,181324.41
22c,R290,IHX,cc1,4.0538,85.0,37.641,455.493,1.7834,0.011138,89.785,162.54,21123.29,115154.23,136277.52
23,R290,cc1,VAL1,4.0538,85.0,37.641,455.493,1.7834,0.011138,89.785,162.54,21123.29,115154.23,136277.52
24,R290,VAL1,SRC_HX,4.0538,34.35,11.9922,455.493,1.8434,0.084065,11.896,1226.81,8619.5,110070.24,118689.74
31,R600a,IHX,COMP2,6.12497,85.0,13.4379,669.267,2.3957,0.177773,5.625,3919.87,59643.49,45289.98,104933.47
32,R600a,COMP2,SNK_HX,6.12497,118.61,26.0191,699.276,2.4111,0.07915,12.634,1745.25,82905.66,47536.22,130441.88
32c,R600a,SNK_HX,cc2,6.12497,115.0,26.0191,517.263,1.9423,0.015731,63.569,346.87,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.12497,115.0,26.0191,517.263,1.9423,0.015731,63.569,346.87,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.12497,80.0,13.4379,517.263,1.9655,0.083619,11.959,1843.78,33748.71,45289.98,79038.69
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
