name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,237.4262,5.2379,-41.6317,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,231.0478,2.4499,-14.45,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-870.0092,26.636,66.8521,104.2575,4.9916,5.0,32.6629,0.9942,0.9852,0.9763,0.3997,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,180.2924,206.274,7.3666,5.0,5.0347,6.1071,0.9898,1.0,0.9194,0.9928,,,,,
SRC_HX,HeatExchanger,,,,,-632.583,84.598,69.3975,10.6631,5.0,5.0,7.4775,1.0,0.9825,0.6686,0.9655,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1955,41.1567,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4186,14.05,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
