name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,134.1811,3.9804,-23.1372,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,461.5396,3.8102,-22.7756,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-639.5174,22.2879,54.7498,86.9437,5.0,5.0,28.6935,1.0,1.0,0.9796,0.3051,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,173.811,215.2125,7.8883,5.0,5.0,6.3348,1.0,1.0,0.8586,0.9923,,,,,
SRC_HX,HeatExchanger,,,,,-505.3364,78.8588,60.3503,8.0586,5.0,5.0,6.4081,1.0,1.0,0.6169,0.9776,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2512,23.1372,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2625,22.7756,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
