Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,20,3,84.19,296.4,2.985,0.199,-6.032e-11,0.199,0,-0,0,-0,-0,0
12,15,11.87,3,50.16,178.7,10.2,0.6801,0.481,0.199,30.92,2.059e-16,30.92,1190,1.916e-14,841.9
21,2.132,11.87,5.82,591.4,2397,196.5,92.17,0.2077,91.96,0.4651,65.25,65.71,291.8,92.44,92.89
22,2.132,75.76,21.17,668.6,2442,333.3,156.3,44.43,111.9,31.52,79.39,110.9,92.44,92.44,92.44
22c,2.132,55,21.17,351.9,1494,250.7,117.6,5.694,111.9,4.04,79.39,83.43,92.44,92.44,92.44
23,2.132,55,21.17,351.9,1494,250.7,117.6,5.694,111.9,4.04,79.39,83.43,92.44,92.44,92.44
24,2.132,6.871,5.82,351.9,1542,220.3,103.3,11.35,91.96,25.43,65.25,90.67,291.8,92.44,114.4
31,5.552,55,4.958,666.3,2472,359.7,64.78,35.62,29.16,84.06,50.57,134.6,118.1,86.76,104
32,5.552,125,24.17,742.9,2511,722.7,130.2,97.7,32.47,191.7,56.3,248,98.17,86.76,95.33
32c,5.552,125,24.17,544.6,2013,432.4,77.87,45.4,32.47,89.1,56.3,145.4,98.17,86.76,93.42
33,5.552,125,24.17,544.6,2013,432.4,77.87,45.4,32.47,89.1,56.3,145.4,98.17,86.76,93.42
34,5.552,50,4.958,544.6,2096,296.6,53.42,24.26,29.16,47.61,50.57,98.17,98.17,86.76,91.95
41,0.5,120,1.987,503.8,1528,29.4,58.81,58.71,0.09752,0,0,0,0,0,0
42,0.5,120,1.987,2706,7129,309.5,618.9,618.8,0.09752,108.5,-0,139.5,97.45,-0,125.2
