name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,164.7127,3.6368,-15.3472,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,425.7658,4.8746,-19.2084,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-675.2913,60.9945,65.7276,20.7623,5.0,5.0,11.0714,1.0,1.0,0.9532,0.744,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,220.2114,220.2114,5.0,5.0,5.0,5.0,1.0,1.0,0.9165,0.9951,,,,,
SRC_HX,HeatExchanger,,,,,-510.5785,79.3011,61.0201,8.1295,5.0,5.0,6.4385,1.0,1.0,0.6187,0.9421,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.275,15.3472,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2051,19.2084,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
