Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
12,15,28.99,3,121.8,422.8,11.46,0.7641,0.5651,0.199,2.179e-14,6.554e-17,2.186e-14,7.141e-13,6.098e-15,5.297e-13
21,0.7681,28.99,9.719,1644,5864,237.6,309.3,16.18,293.1,5.807,61.2,67,129.8,75.51,78.34
22,0.7681,177,46.1,1947,6002,439.7,572.5,273.4,299,59.51,62.44,122,78.72,75.51,77.04
22c,0.7681,80,46.1,745.4,2739,251.4,327.3,28.27,299,6.153,62.44,68.59,78.72,75.51,75.78
23,0.7681,80,46.1,745.4,2739,251.4,327.3,28.27,299,6.153,62.44,68.59,78.72,75.51,75.78
24,0.7681,23.99,9.719,745.4,2842,228.2,297.1,3.986,293.1,0.8676,61.2,62.07,78.72,75.51,75.55
31,4.835,80,9.062,701.5,2502,441.5,91.31,61.44,29.87,113.4,41.62,155,106.1,80.06,97.55
32,4.835,116.6,20.23,741.2,2523,604.2,125,93.17,31.79,157.6,44.3,201.9,97.2,80.06,92.84
32c,4.835,115,20.23,510.6,1929,331.3,68.52,36.73,31.79,62.15,44.3,106.4,97.2,80.06,89.25
33,4.835,115,20.23,510.6,1929,331.3,68.52,36.73,31.79,62.15,44.3,106.4,97.2,80.06,89.25
34,4.835,75,9.062,510.6,1954,295.3,61.08,31.21,29.87,52.81,41.62,94.43,97.2,80.06,88.82
41,0.5,110,1.434,461.4,1419,24.19,48.39,48.34,0.04213,0,0,0,0,0,0
42,0.5,110,1.434,2691,7238,286.1,572.1,572.1,0.04213,100.4,-0,100.4,97.49,-0,97.48
