name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,208.6229,3.4226,-40.2964,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,143.5714,1.8437,-9.3722,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-971.2517,37.3068,78.8976,75.8333,4.9896,5.0,26.0342,0.9947,0.9867,0.973,0.5334,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,173.8589,207.1765,8.0682,5.0,5.0214,6.4122,0.9878,1.0,0.9335,0.9924,,,,,
SRC_HX,HeatExchanger,,,,,-762.6287,92.9973,77.5123,12.5408,5.0,5.0,8.2005,1.0,0.9896,0.7087,0.9545,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2968,39.8214,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.5565,8.9722,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
