label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
13,water (source),SRC_HX,source outlet,15.0,29.64,3.0,124.495,0.4317,0.015063,66.39,813.38,648.28,199.02,847.31
21,R290,SRC_HX,COMP1,3.26605,28.91,9.2586,609.752,2.3848,0.168023,5.952,1975.57,4723.06,109524.26,114247.33
22,R290,COMP1,IHX,3.26605,92.96,30.4421,679.183,2.4229,0.049657,20.138,583.86,58755.28,113734.02,172489.3
22c,R290,IHX,cc1,3.26605,72.96,30.1421,410.9,1.6624,0.008181,122.233,96.19,13489.49,113674.73,127164.22
23,R290,cc1,VAL1,3.26605,72.96,30.1421,410.9,1.6624,0.008181,122.233,96.19,13489.49,113674.73,127164.22
24,R290,VAL1,SRC_HX,3.26605,24.64,9.4336,410.9,1.7143,0.073508,13.604,864.29,2384.46,109559.24,111943.7
31,R600,IHX,COMP2,4.86645,72.16,7.5749,690.665,2.4925,0.267742,3.735,4690.64,53686.98,29609.2,83296.18
32,R600,COMP2,SNK_HX,4.86645,116.52,20.4802,739.695,2.5177,0.087683,11.405,1536.15,93102.18,31832.27,124934.45
32c,R600,SNK_HX,cc2,4.86645,115.0,20.2302,510.611,1.9287,0.011129,89.857,194.97,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.86645,115.0,20.2302,510.611,1.9287,0.011129,89.857,194.97,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.86645,68.0,7.7249,510.611,1.9625,0.120469,8.301,2110.53,28966.53,29635.08,58601.62
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
