Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
12,15,28.86,3,121.2,420.9,11.22,0.7479,0.5489,0.199,3.336e-17,-3.336e-17,0,1.125e-15,-3.104e-15,0
21,3.275,28.86,11.22,607.5,2377,425.4,129.9,4.655,125.2,9.076,124.4,133.4,165.4,84.23,87.14
22,3.275,93.57,33.25,673.8,2413,607.7,185.5,56.07,129.5,60.14,128.6,188.7,90.97,84.23,86.27
22c,3.275,69,33.25,394.3,1612,461.4,140.9,11.39,129.5,12.22,128.6,140.8,90.97,84.23,84.78
23,3.275,69,33.25,394.3,1612,461.4,140.9,11.39,129.5,12.22,128.6,140.8,90.97,84.23,84.78
24,3.275,23.86,11.22,394.3,1659,416,127,1.804,125.2,1.934,124.4,126.3,90.97,84.23,84.33
31,5.482,69,9.522,649.3,2378,495.1,90.31,45.72,44.59,107.4,75.52,183,119.1,85.82,102.7
32,5.482,107.4,21.78,688.1,2398,674.9,123.1,76.33,46.78,159.3,79.23,238.5,105.7,85.82,98.17
32c,5.482,105,21.78,482.3,1854,421.2,76.83,30.05,46.78,62.72,79.23,141.9,105.7,85.82,93.61
33,5.482,105,21.78,482.3,1854,421.2,76.83,30.05,46.78,62.72,79.23,141.9,105.7,85.82,93.61
34,5.482,64,9.522,482.3,1882,375.2,68.45,23.86,44.59,49.78,75.52,125.3,105.7,85.82,92.76
41,0.5,100,1.014,419.2,1307,19.43,38.86,38.86,9.316e-05,0,0,0,0,0,0
42,0.5,100,1.014,2676,7354,261.3,522.6,522.6,9.316e-05,102.7,0,102.7,109.2,0,109.2
