name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,299.77,5.2242,-30.0837,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,287.3248,2.9868,-16.0751,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-813.7323,56.378,71.0093,31.6208,5.0,5.0,14.4335,1.0,1.0,0.9356,0.6846,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,200.8197,219.8827,5.9958,5.0,5.0,5.4828,1.0,1.0,0.9183,0.9942,,,,,
SRC_HX,HeatExchanger,,,,,-513.9623,79.5424,61.3946,8.1833,5.0,5.0,6.4615,1.0,1.0,0.6202,0.926,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1914,30.0837,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3348,16.0751,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
