label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,20.0,3.0,84.194,0.2964,0.015026,66.553,811.38,-0.0,199.02,199.02
13,water (source),SRC_HX,source outlet,15.0,9.91,3.0,41.917,0.1497,0.015003,66.654,810.16,745.36,199.02,944.38
21,R717,SRC_HX,COMP1,0.63142,9.91,5.1382,1626.205,6.0886,0.157818,6.336,358.74,471.98,225611.66,226083.63
22,R717,COMP1,IHX,0.63142,164.32,27.4433,1950.913,6.2413,0.045668,21.897,103.81,210032.59,296006.38,506038.97
22c,R717,IHX,cc1,0.63142,57.0,27.4433,621.886,2.3875,0.001145,873.011,2.6,10737.48,296006.38,306743.86
23,R717,cc1,VAL1,0.63142,57.0,27.4433,621.886,2.3875,0.001145,873.011,2.6,10737.48,296006.38,306743.86
24,R717,VAL1,SRC_HX,0.63142,4.91,5.1382,621.886,2.4771,0.032173,31.082,73.13,54863.87,225611.66,280475.53
31,R600a,IHX,COMP2,5.54831,57.0,7.1919,633.579,2.3641,0.308359,3.243,6159.14,34354.78,44171.24,78526.02
32,R600a,COMP2,SNK_HX,5.54831,106.58,21.7777,685.671,2.3916,0.088594,11.287,1769.57,75769.32,46780.02,122549.35
32c,R600a,SNK_HX,cc2,5.54831,105.0,21.7777,482.329,1.8539,0.013286,75.266,265.38,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.54831,105.0,21.7777,482.329,1.8539,0.013286,75.266,265.38,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.54831,52.0,7.1919,482.329,1.8991,0.162299,6.161,3241.75,19399.47,44171.24,63570.71
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
43,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
