Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
12,15,28.56,3,120,416.7,10.67,0.7114,0.5124,0.199,2.489e-14,8.586e-17,2.498e-14,8.997e-13,7.989e-15,6.503e-13
21,3.09,28.56,9.176,609.4,2385,351.7,113.8,4.316,109.5,8.21,103.7,111.9,171,85.1,88.36
22,3.09,81.02,24.87,668.1,2418,502.8,162.7,50.09,112.6,51.54,106.6,158.2,92.5,85.1,87.38
22c,3.09,63,24.87,377.3,1568,374.9,121.3,8.702,112.6,8.954,106.6,115.6,92.5,85.1,85.63
23,3.09,63,24.87,377.3,1568,374.9,121.3,8.702,112.6,8.954,106.6,115.6,92.5,85.1,85.63
24,3.09,23.56,9.176,377.3,1603,342.9,111,1.45,109.5,1.492,103.7,105.2,92.5,85.1,85.2
31,4.51,63,6.076,677.7,2481,331.9,73.58,44.23,29.35,87.32,40.81,128.1,121.6,85.64,107.2
32,4.51,105.7,16.8,728.7,2508,526,116.6,85.42,31.2,144.6,43.38,188,104.3,85.64,99.27
32c,4.51,105,16.8,478.5,1847,272.4,60.39,29.19,31.2,49.42,43.38,92.8,104.3,85.64,94.64
33,4.51,105,16.8,478.5,1847,272.4,60.39,29.19,31.2,49.42,43.38,92.8,104.3,85.64,94.64
34,4.51,58,6.076,478.5,1880,228.5,50.65,21.3,29.35,36.06,40.81,76.87,104.3,85.64,93.47
41,0.5,100,1.014,419.2,1307,19.43,38.86,38.86,9.316e-05,0,0,0,0,0,0
42,0.5,100,1.014,2676,7354,261.3,522.6,522.6,9.316e-05,100.8,0,100.8,107.2,0,107.2
